pass_no,rel,exit_code,seconds,log_file
4,gold\build_ds_desp_poscosecha_ml2_v1.py,1,1.48,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__build_ds_desp_poscosecha_ml2_v1.py.log
4,gold\build_ds_dh_poscosecha_ml2_v1.py,0,4.52,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__build_ds_dh_poscosecha_ml2_v1.py.log
4,gold\build_ds_hidr_poscosecha_ml2_v1.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__build_ds_hidr_poscosecha_ml2_v1.py.log
4,gold\build_pred_poscosecha_ml2_final_views.py,1,0.68,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__build_pred_poscosecha_ml2_final_views.py.log
4,gold\build_pred_poscosecha_ml2_views_from_full.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__build_pred_poscosecha_ml2_views_from_full.py.log
4,gold\apply_desp_ajuste_poscosecha_ml1_on_ml2_hidr.py,0,9.99,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__gold__apply_desp_ajuste_poscosecha_ml1_on_ml2_hidr.py.log
4,models\ml2\train_ajuste_poscosecha_ml2.py,1,1.78,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__train_ajuste_poscosecha_ml2.py.log
4,models\ml2\train_desp_poscosecha_ml2.py,1,1.74,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__train_desp_poscosecha_ml2.py.log
4,models\ml2\train_dh_poscosecha_ml2.py,0,7.74,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__train_dh_poscosecha_ml2.py.log
4,models\ml2\train_hidr_poscosecha_ml2.py,1,1.95,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__train_hidr_poscosecha_ml2.py.log
4,models\ml2\apply_ajuste_poscosecha_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__apply_ajuste_poscosecha_ml2.py.log
4,models\ml2\apply_desp_poscosecha_ml2.py,1,0.75,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__apply_desp_poscosecha_ml2.py.log
4,models\ml2\apply_dh_poscosecha_ml2.py,0,11.61,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__apply_dh_poscosecha_ml2.py.log
4,models\ml2\apply_hidr_poscosecha_ml2.py,1,0.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__models__ml2__apply_hidr_poscosecha_ml2.py.log
4,eval\build_kpis_ajuste_poscosecha_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_ajuste_poscosecha_ml2.py.log
4,eval\build_kpis_desp_poscosecha_ml2.py,1,0.68,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_desp_poscosecha_ml2.py.log
4,eval\build_kpis_dh_poscosecha_ml2.py,1,1.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_dh_poscosecha_ml2.py.log
4,eval\build_kpis_harvest_horizon_ml2.py,1,0.77,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_harvest_horizon_ml2.py.log
4,eval\build_kpis_harvest_start_ml2.py,1,0.73,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_harvest_start_ml2.py.log
4,eval\build_kpis_hidr_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_hidr_poscosecha_ml2.py.log
4,eval\build_kpis_poscosecha_ml2_baseline.py,0,5.34,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__eval__build_kpis_poscosecha_ml2_baseline.py.log
4,audit\audit_ajuste_poscosecha_ml2.py,1,0.84,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_ajuste_poscosecha_ml2.py.log
4,audit\audit_desp_poscosecha_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_desp_poscosecha_ml2.py.log
4,audit\audit_dh_poscosecha_ml2.py,1,0.73,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_dh_poscosecha_ml2.py.log
4,audit\audit_harvest_horizon_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_harvest_horizon_ml2.py.log
4,audit\audit_harvest_start_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_harvest_start_ml2.py.log
4,audit\audit_hidr_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_hidr_poscosecha_ml2.py.log
4,audit\audit_ml1_curva_share_vs_real.py,1,0.80,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_ml1_curva_share_vs_real.py.log
4,audit\audit_ml1_curva_shares.py,1,1.15,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_ml1_curva_shares.py.log
4,audit\audit_peso_tallo_ml2.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_peso_tallo_ml2.py.log
4,audit\audit_poscosecha_ml2_baseline.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_poscosecha_ml2_baseline.py.log
4,audit\audit_share_grado_ml2.py,1,0.61,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_share_grado_ml2.py.log
4,audit\audit_tallos_curve_ml2.py,1,0.73,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass04__audit__audit_tallos_curve_ml2.py.log
5,gold\build_ds_ajuste_poscosecha_ml2_v1.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__gold__build_ds_ajuste_poscosecha_ml2_v1.py.log
5,gold\build_ds_desp_poscosecha_ml2_v1.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__gold__build_ds_desp_poscosecha_ml2_v1.py.log
5,gold\build_ds_hidr_poscosecha_ml2_v1.py,0,7.12,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__gold__build_ds_hidr_poscosecha_ml2_v1.py.log
5,gold\build_pred_poscosecha_ml2_final_views.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__gold__build_pred_poscosecha_ml2_final_views.py.log
5,gold\build_pred_poscosecha_ml2_views_from_full.py,0,1.33,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__gold__build_pred_poscosecha_ml2_views_from_full.py.log
5,models\ml2\train_ajuste_poscosecha_ml2.py,1,1.78,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__train_ajuste_poscosecha_ml2.py.log
5,models\ml2\train_desp_poscosecha_ml2.py,1,1.77,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__train_desp_poscosecha_ml2.py.log
5,models\ml2\train_hidr_poscosecha_ml2.py,0,8.89,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__train_hidr_poscosecha_ml2.py.log
5,models\ml2\apply_ajuste_poscosecha_ml2.py,1,0.73,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__apply_ajuste_poscosecha_ml2.py.log
5,models\ml2\apply_desp_poscosecha_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__apply_desp_poscosecha_ml2.py.log
5,models\ml2\apply_hidr_poscosecha_ml2.py,0,15.89,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__models__ml2__apply_hidr_poscosecha_ml2.py.log
5,eval\build_kpis_ajuste_poscosecha_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_ajuste_poscosecha_ml2.py.log
5,eval\build_kpis_desp_poscosecha_ml2.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_desp_poscosecha_ml2.py.log
5,eval\build_kpis_dh_poscosecha_ml2.py,1,1.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_dh_poscosecha_ml2.py.log
5,eval\build_kpis_harvest_horizon_ml2.py,1,0.71,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_harvest_horizon_ml2.py.log
5,eval\build_kpis_harvest_start_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_harvest_start_ml2.py.log
5,eval\build_kpis_hidr_poscosecha_ml2.py,0,3.16,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__eval__build_kpis_hidr_poscosecha_ml2.py.log
5,audit\audit_ajuste_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_ajuste_poscosecha_ml2.py.log
5,audit\audit_desp_poscosecha_ml2.py,1,0.71,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_desp_poscosecha_ml2.py.log
5,audit\audit_dh_poscosecha_ml2.py,1,0.82,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_dh_poscosecha_ml2.py.log
5,audit\audit_harvest_horizon_ml2.py,1,0.75,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_harvest_horizon_ml2.py.log
5,audit\audit_harvest_start_ml2.py,1,0.76,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_harvest_start_ml2.py.log
5,audit\audit_hidr_poscosecha_ml2.py,1,0.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_hidr_poscosecha_ml2.py.log
5,audit\audit_ml1_curva_share_vs_real.py,1,0.82,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_ml1_curva_share_vs_real.py.log
5,audit\audit_ml1_curva_shares.py,1,1.15,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_ml1_curva_shares.py.log
5,audit\audit_peso_tallo_ml2.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_peso_tallo_ml2.py.log
5,audit\audit_poscosecha_ml2_baseline.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_poscosecha_ml2_baseline.py.log
5,audit\audit_share_grado_ml2.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_share_grado_ml2.py.log
5,audit\audit_tallos_curve_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass05__audit__audit_tallos_curve_ml2.py.log
6,gold\build_ds_ajuste_poscosecha_ml2_v1.py,1,0.68,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__gold__build_ds_ajuste_poscosecha_ml2_v1.py.log
6,gold\build_ds_desp_poscosecha_ml2_v1.py,0,4.41,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__gold__build_ds_desp_poscosecha_ml2_v1.py.log
6,gold\build_pred_poscosecha_ml2_final_views.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__gold__build_pred_poscosecha_ml2_final_views.py.log
6,models\ml2\train_ajuste_poscosecha_ml2.py,1,1.80,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__models__ml2__train_ajuste_poscosecha_ml2.py.log
6,models\ml2\train_desp_poscosecha_ml2.py,0,14.48,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__models__ml2__train_desp_poscosecha_ml2.py.log
6,models\ml2\apply_ajuste_poscosecha_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__models__ml2__apply_ajuste_poscosecha_ml2.py.log
6,models\ml2\apply_desp_poscosecha_ml2.py,0,15.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__models__ml2__apply_desp_poscosecha_ml2.py.log
6,eval\build_kpis_ajuste_poscosecha_ml2.py,1,0.61,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__eval__build_kpis_ajuste_poscosecha_ml2.py.log
6,eval\build_kpis_desp_poscosecha_ml2.py,0,2.25,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__eval__build_kpis_desp_poscosecha_ml2.py.log
6,eval\build_kpis_dh_poscosecha_ml2.py,1,1.87,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__eval__build_kpis_dh_poscosecha_ml2.py.log
6,eval\build_kpis_harvest_horizon_ml2.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__eval__build_kpis_harvest_horizon_ml2.py.log
6,eval\build_kpis_harvest_start_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__eval__build_kpis_harvest_start_ml2.py.log
6,audit\audit_ajuste_poscosecha_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_ajuste_poscosecha_ml2.py.log
6,audit\audit_desp_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_desp_poscosecha_ml2.py.log
6,audit\audit_dh_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_dh_poscosecha_ml2.py.log
6,audit\audit_harvest_horizon_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_harvest_horizon_ml2.py.log
6,audit\audit_harvest_start_ml2.py,1,0.61,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_harvest_start_ml2.py.log
6,audit\audit_hidr_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_hidr_poscosecha_ml2.py.log
6,audit\audit_ml1_curva_share_vs_real.py,1,0.83,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_ml1_curva_share_vs_real.py.log
6,audit\audit_ml1_curva_shares.py,1,1.27,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_ml1_curva_shares.py.log
6,audit\audit_peso_tallo_ml2.py,1,0.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_peso_tallo_ml2.py.log
6,audit\audit_poscosecha_ml2_baseline.py,1,0.74,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_poscosecha_ml2_baseline.py.log
6,audit\audit_share_grado_ml2.py,1,0.71,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_share_grado_ml2.py.log
6,audit\audit_tallos_curve_ml2.py,1,0.76,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass06__audit__audit_tallos_curve_ml2.py.log
7,gold\build_ds_ajuste_poscosecha_ml2_v1.py,0,2.75,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__gold__build_ds_ajuste_poscosecha_ml2_v1.py.log
7,gold\build_pred_poscosecha_ml2_final_views.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__gold__build_pred_poscosecha_ml2_final_views.py.log
7,models\ml2\train_ajuste_poscosecha_ml2.py,0,10.57,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__models__ml2__train_ajuste_poscosecha_ml2.py.log
7,models\ml2\apply_ajuste_poscosecha_ml2.py,0,13.09,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__models__ml2__apply_ajuste_poscosecha_ml2.py.log
7,eval\build_kpis_ajuste_poscosecha_ml2.py,0,2.38,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__eval__build_kpis_ajuste_poscosecha_ml2.py.log
7,eval\build_kpis_dh_poscosecha_ml2.py,1,1.76,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__eval__build_kpis_dh_poscosecha_ml2.py.log
7,eval\build_kpis_harvest_horizon_ml2.py,1,0.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__eval__build_kpis_harvest_horizon_ml2.py.log
7,eval\build_kpis_harvest_start_ml2.py,1,0.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__eval__build_kpis_harvest_start_ml2.py.log
7,audit\audit_ajuste_poscosecha_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_ajuste_poscosecha_ml2.py.log
7,audit\audit_desp_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_desp_poscosecha_ml2.py.log
7,audit\audit_dh_poscosecha_ml2.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_dh_poscosecha_ml2.py.log
7,audit\audit_harvest_horizon_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_harvest_horizon_ml2.py.log
7,audit\audit_harvest_start_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_harvest_start_ml2.py.log
7,audit\audit_hidr_poscosecha_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_hidr_poscosecha_ml2.py.log
7,audit\audit_ml1_curva_share_vs_real.py,1,0.84,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_ml1_curva_share_vs_real.py.log
7,audit\audit_ml1_curva_shares.py,1,1.19,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_ml1_curva_shares.py.log
7,audit\audit_peso_tallo_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_peso_tallo_ml2.py.log
7,audit\audit_poscosecha_ml2_baseline.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_poscosecha_ml2_baseline.py.log
7,audit\audit_share_grado_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_share_grado_ml2.py.log
7,audit\audit_tallos_curve_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass07__audit__audit_tallos_curve_ml2.py.log
8,gold\build_pred_poscosecha_ml2_final_views.py,0,3.41,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__gold__build_pred_poscosecha_ml2_final_views.py.log
8,eval\build_kpis_dh_poscosecha_ml2.py,1,1.76,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__eval__build_kpis_dh_poscosecha_ml2.py.log
8,eval\build_kpis_harvest_horizon_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__eval__build_kpis_harvest_horizon_ml2.py.log
8,eval\build_kpis_harvest_start_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__eval__build_kpis_harvest_start_ml2.py.log
8,audit\audit_ajuste_poscosecha_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_ajuste_poscosecha_ml2.py.log
8,audit\audit_desp_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_desp_poscosecha_ml2.py.log
8,audit\audit_dh_poscosecha_ml2.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_dh_poscosecha_ml2.py.log
8,audit\audit_harvest_horizon_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_harvest_horizon_ml2.py.log
8,audit\audit_harvest_start_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_harvest_start_ml2.py.log
8,audit\audit_hidr_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_hidr_poscosecha_ml2.py.log
8,audit\audit_ml1_curva_share_vs_real.py,1,0.81,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_ml1_curva_share_vs_real.py.log
8,audit\audit_ml1_curva_shares.py,1,1.29,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_ml1_curva_shares.py.log
8,audit\audit_peso_tallo_ml2.py,1,0.76,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_peso_tallo_ml2.py.log
8,audit\audit_poscosecha_ml2_baseline.py,1,0.78,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_poscosecha_ml2_baseline.py.log
8,audit\audit_share_grado_ml2.py,1,0.75,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_share_grado_ml2.py.log
8,audit\audit_tallos_curve_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass08__audit__audit_tallos_curve_ml2.py.log
9,eval\build_kpis_dh_poscosecha_ml2.py,1,1.72,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__eval__build_kpis_dh_poscosecha_ml2.py.log
9,eval\build_kpis_harvest_horizon_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__eval__build_kpis_harvest_horizon_ml2.py.log
9,eval\build_kpis_harvest_start_ml2.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__eval__build_kpis_harvest_start_ml2.py.log
9,audit\audit_ajuste_poscosecha_ml2.py,1,0.61,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_ajuste_poscosecha_ml2.py.log
9,audit\audit_desp_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_desp_poscosecha_ml2.py.log
9,audit\audit_dh_poscosecha_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_dh_poscosecha_ml2.py.log
9,audit\audit_harvest_horizon_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_harvest_horizon_ml2.py.log
9,audit\audit_harvest_start_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_harvest_start_ml2.py.log
9,audit\audit_hidr_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_hidr_poscosecha_ml2.py.log
9,audit\audit_ml1_curva_share_vs_real.py,1,0.83,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_ml1_curva_share_vs_real.py.log
9,audit\audit_ml1_curva_shares.py,1,1.16,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_ml1_curva_shares.py.log
9,audit\audit_peso_tallo_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_peso_tallo_ml2.py.log
9,audit\audit_poscosecha_ml2_baseline.py,1,0.63,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_poscosecha_ml2_baseline.py.log
9,audit\audit_share_grado_ml2.py,1,0.62,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_share_grado_ml2.py.log
9,audit\audit_tallos_curve_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass09__audit__audit_tallos_curve_ml2.py.log
10,eval\build_kpis_dh_poscosecha_ml2.py,1,1.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__eval__build_kpis_dh_poscosecha_ml2.py.log
10,eval\build_kpis_harvest_horizon_ml2.py,1,0.67,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__eval__build_kpis_harvest_horizon_ml2.py.log
10,eval\build_kpis_harvest_start_ml2.py,1,0.68,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__eval__build_kpis_harvest_start_ml2.py.log
10,audit\audit_ajuste_poscosecha_ml2.py,1,0.59,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_ajuste_poscosecha_ml2.py.log
10,audit\audit_desp_poscosecha_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_desp_poscosecha_ml2.py.log
10,audit\audit_dh_poscosecha_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_dh_poscosecha_ml2.py.log
10,audit\audit_harvest_horizon_ml2.py,1,0.66,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_harvest_horizon_ml2.py.log
10,audit\audit_harvest_start_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_harvest_start_ml2.py.log
10,audit\audit_hidr_poscosecha_ml2.py,1,0.70,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_hidr_poscosecha_ml2.py.log
10,audit\audit_ml1_curva_share_vs_real.py,1,0.83,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_ml1_curva_share_vs_real.py.log
10,audit\audit_ml1_curva_shares.py,1,1.14,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_ml1_curva_shares.py.log
10,audit\audit_peso_tallo_ml2.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_peso_tallo_ml2.py.log
10,audit\audit_poscosecha_ml2_baseline.py,1,0.64,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_poscosecha_ml2_baseline.py.log
10,audit\audit_share_grado_ml2.py,1,0.65,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_share_grado_ml2.py.log
10,audit\audit_tallos_curve_ml2.py,1,0.69,C:\Data-LakeHouse\src\run_logs\run_20260205_222348\pass10__audit__audit_tallos_curve_ml2.py.log
